2000 19990
1 103 1
1 408 1
1 473 1
1 573 1
1 866 1
1 1217 1
1 1292 1
1 1319 1
1 1392 1
1 1721 1
1 1813 1
1 1867 1
1 1934 1
1 1947 1
2 84 1
2 120 1
2 162 1
2 189 1
2 403 1
2 427 1
2 518 1
2 648 1
2 709 1
2 777 1
2 959 1
2 1338 1
2 1362 1
2 1422 1
2 1486 1
2 1512 1
2 1628 1
2 1776 1
2 1780 1
2 1815 1
2 1924 1
3 34 1
3 235 1
3 319 1
3 374 1
3 830 1
3 883 1
3 1222 1
3 1328 1
3 1411 1
3 1595 1
3 1691 1
3 1848 1
4 41 1
4 140 1
4 153 1
4 367 1
4 446 1
4 490 1
4 516 1
4 561 1
4 690 1
4 813 1
4 988 1
4 1015 1
4 1028 1
4 1141 1
4 1147 1
4 1240 1
4 1310 1
4 1311 1
4 1434 1
4 1445 1
4 1458 1
4 1468 1
4 1632 1
4 1663 1
4 1711 1
4 1757 1
4 1910 1
4 1917 1
5 33 1
5 78 1
5 132 1
5 179 1
5 464 1
5 479 1
5 625 1
5 668 1
5 693 1
5 808 1
5 1078 1
5 1186 1
5 1187 1
5 1259 1
5 1292 1
5 1508 1
5 1519 1
5 1523 1
5 1616 1
5 1737 1
5 1748 1
5 1793 1
5 1873 1
5 1947 1
6 49 1
6 278 1
6 298 1
6 392 1
6 638 1
6 645 1
6 660 1
6 1036 1
6 1099 1
6 1187 1
6 1317 1
6 1359 1
6 1382 1
6 1459 1
6 1528 1
6 1564 1
6 1606 1
6 1608 1
6 1786 1
6 1797 1
6 1818 1
6 1844 1
6 1920 1
7 63 1
7 268 1
7 331 1
7 368 1
7 382 1
7 524 1
7 669 1
7 801 1
7 1093 1
7 1316 1
7 1321 1
7 1382 1
7 1504 1
7 1566 1
7 1568 1
7 1657 1
7 1878 1
7 1985 1
8 88 1
8 367 1
8 393 1
8 644 1
8 657 1
8 749 1
8 1109 1
8 1160 1
8 1176 1
8 1184 1
8 1280 1
8 1517 1
8 1607 1
8 1619 1
8 1816 1
8 1822 1
8 1910 1
8 1929 1
9 23 1
9 71 1
9 82 1
9 242 1
9 319 1
9 328 1
9 657 1
9 785 1
9 844 1
9 910 1
9 921 1
9 931 1
9 1044 1
9 1124 1
9 1125 1
9 1175 1
9 1196 1
9 1270 1
9 1308 1
9 1322 1
9 1348 1
9 1447 1
9 1665 1
9 1815 1
9 1883 1
9 1898 1
9 1974 1
10 18 1
10 53 1
10 71 1
10 99 1
10 170 1
10 229 1
10 253 1
10 278 1
10 443 1
10 474 1
10 542 1
10 592 1
10 626 1
10 691 1
10 770 1
10 775 1
10 968 1
10 1198 1
10 1434 1
10 1537 1
10 1577 1
10 1633 1
10 1654 1
10 1730 1
10 1760 1
10 1850 1
11 161 1
11 279 1
11 283 1
11 310 1
11 368 1
11 663 1
11 726 1
11 865 1
11 910 1
11 952 1
11 995 1
11 1193 1
11 1408 1
11 1413 1
11 1774 1
11 1991 1
12 55 1
12 72 1
12 100 1
12 161 1
12 246 1
12 288 1
12 421 1
12 553 1
12 675 1
12 1078 1
12 1097 1
12 1179 1
12 1286 1
12 1382 1
12 1415 1
12 1422 1
12 1690 1
12 1697 1
13 33 1
13 58 1
13 120 1
13 150 1
13 213 1
13 259 1
13 426 1
13 476 1
13 643 1
13 717 1
13 746 1
13 808 1
13 908 1
13 1116 1
13 1168 1
13 1187 1
13 1213 1
13 1262 1
13 1308 1
13 1379 1
13 1381 1
13 1481 1
13 1613 1
13 1630 1
14 36 1
14 144 1
14 226 1
14 350 1
14 542 1
14 548 1
14 557 1
14 568 1
14 737 1
14 763 1
14 827 1
14 934 1
14 1077 1
14 1111 1
14 1112 1
14 1304 1
14 1314 1
14 1744 1
14 1852 1
14 1887 1
14 1926 1
15 31 1
15 348 1
15 367 1
15 574 1
15 856 1
15 905 1
15 990 1
15 1037 1
15 1213 1
15 1268 1
15 1327 1
15 1391 1
15 1456 1
15 1679 1
15 1813 1
16 98 1
16 115 1
16 248 1
16 309 1
16 524 1
16 662 1
16 694 1
16 822 1
16 892 1
16 1027 1
16 1108 1
16 1244 1
16 1278 1
16 1525 1
16 1586 1
16 1661 1
16 1865 1
16 1876 1
16 1880 1
16 1973 1
17 35 1
17 308 1
17 351 1
17 388 1
17 487 1
17 643 1
17 974 1
17 996 1
17 1138 1
17 1214 1
17 1282 1
17 1313 1
17 1407 1
17 1409 1
17 1424 1
17 1472 1
17 1524 1
17 1567 1
17 1639 1
17 1706 1
17 1763 1
18 88 1
18 128 1
18 132 1
18 149 1
18 167 1
18 372 1
18 431 1
18 448 1
18 624 1
18 730 1
18 790 1
18 972 1
18 1002 1
18 1040 1
18 1068 1
18 1188 1
18 1240 1
18 1632 1
18 1642 1
18 1661 1
18 1668 1
18 1703 1
18 1791 1
18 1857 1
19 55 1
19 154 1
19 316 1
19 330 1
19 471 1
19 505 1
19 681 1
19 744 1
19 800 1
19 832 1
19 845 1
19 883 1
19 914 1
19 1039 1
19 1168 1
19 1186 1
19 1199 1
19 1211 1
19 1222 1
19 1292 1
19 1296 1
19 1343 1
19 1571 1
19 1742 1
19 1796 1
19 1897 1
19 1917 1
19 1945 1
20 382 1
20 391 1
20 443 1
20 534 1
20 546 1
20 548 1
20 625 1
20 637 1
20 722 1
20 774 1
20 1067 1
20 1255 1
20 1423 1
20 1554 1
20 1625 1
20 1627 1
20 1787 1
20 1952 1
20 1970 1
21 39 1
21 279 1
21 301 1
21 363 1
21 615 1
21 671 1
21 819 1
21 937 1
21 1093 1
21 1141 1
21 1184 1
21 1490 1
21 1631 1
21 1653 1
21 1654 1
21 1942 1
22 127 1
22 148 1
22 309 1
22 441 1
22 722 1
22 864 1
22 973 1
22 1113 1
22 1215 1
22 1319 1
22 1334 1
22 1346 1
22 1610 1
22 1871 1
22 1876 1
23 64 1
23 117 1
23 134 1
23 173 1
23 232 1
23 242 1
23 292 1
23 524 1
23 587 1
23 745 1
23 808 1
23 912 1
23 1185 1
23 1331 1
23 1417 1
23 1442 1
23 1533 1
23 1603 1
23 1611 1
23 1764 1
23 1813 1
23 1993 1
24 206 1
24 239 1
24 313 1
24 448 1
24 478 1
24 519 1
24 535 1
24 665 1
24 730 1
24 876 1
24 980 1
24 1041 1
24 1083 1
24 1194 1
24 1204 1
24 1385 1
24 1410 1
24 1428 1
24 1504 1
24 1664 1
24 1672 1
24 1750 1
24 1873 1
24 1912 1
24 1944 1
25 90 1
25 394 1
25 489 1
25 517 1
25 538 1
25 546 1
25 633 1
25 836 1
25 925 1
25 1009 1
25 1198 1
25 1233 1
25 1264 1
25 1285 1
25 1351 1
25 1470 1
25 1556 1
25 1714 1
25 1738 1
25 1823 1
26 262 1
26 283 1
26 558 1
26 628 1
26 641 1
26 660 1
26 821 1
26 1057 1
26 1117 1
26 1126 1
26 1382 1
26 1413 1
26 1423 1
26 1467 1
26 1478 1
26 1689 1
26 1702 1
26 1731 1
26 1833 1
27 35 1
27 89 1
27 185 1
27 323 1
27 339 1
27 434 1
27 443 1
27 578 1
27 729 1
27 760 1
27 777 1
27 954 1
27 1179 1
27 1200 1
27 1243 1
27 1245 1
27 1321 1
27 1355 1
27 1482 1
27 1521 1
27 1756 1
27 1768 1
28 191 1
28 333 1
28 417 1
28 644 1
28 699 1
28 859 1
28 885 1
28 970 1
28 1032 1
28 1230 1
28 1340 1
28 1453 1
28 1465 1
28 1547 1
28 1620 1
28 1709 1
28 1828 1
28 1865 1
28 1887 1
28 1964 1
29 36 1
29 178 1
29 269 1
29 286 1
29 333 1
29 405 1
29 437 1
29 438 1
29 655 1
29 663 1
29 918 1
29 1030 1
29 1349 1
29 1353 1
29 1388 1
29 1671 1
29 1698 1
29 1968 1
30 106 1
30 128 1
30 192 1
30 257 1
30 289 1
30 290 1
30 387 1
30 524 1
30 671 1
30 672 1
30 703 1
30 766 1
30 1142 1
30 1189 1
30 1542 1
30 1707 1
30 1738 1
30 1875 1
31 36 1
31 58 1
31 112 1
31 166 1
31 190 1
31 712 1
31 818 1
31 864 1
31 879 1
31 1000 1
31 1096 1
31 1153 1
31 1157 1
31 1250 1
31 1444 1
31 1542 1
31 1557 1
31 1871 1
31 1907 1
31 1954 1
32 41 1
32 104 1
32 131 1
32 216 1
32 693 1
32 776 1
32 782 1
32 884 1
32 984 1
32 1363 1
32 1437 1
32 1551 1
32 1555 1
32 1777 1
32 1852 1
32 1991 1
33 89 1
33 428 1
33 491 1
33 589 1
33 843 1
33 927 1
33 1018 1
33 1121 1
33 1142 1
33 1278 1
33 1394 1
33 1442 1
33 1467 1
33 1474 1
33 1615 1
33 1652 1
33 1766 1
33 1978 1
34 226 1
34 273 1
34 339 1
34 372 1
34 398 1
34 520 1
34 574 1
34 627 1
34 719 1
34 735 1
34 746 1
34 789 1
34 921 1
34 1164 1
34 1235 1
34 1319 1
34 1355 1
34 1580 1
34 1791 1
34 1803 1
34 1810 1
34 1942 1
34 1955 1
35 304 1
35 338 1
35 474 1
35 699 1
35 748 1
35 833 1
35 908 1
35 917 1
35 1006 1
35 1036 1
35 1047 1
35 1098 1
35 1205 1
35 1274 1
35 1610 1
35 1714 1
35 1724 1
35 1875 1
35 1892 1
36 115 1
36 187 1
36 377 1
36 389 1
36 635 1
36 676 1
36 952 1
36 1103 1
36 1232 1
36 1256 1
36 1290 1
36 1446 1
36 1525 1
36 1587 1
36 1835 1
36 1871 1
36 1873 1
36 1902 1
36 1949 1
37 238 1
37 239 1
37 419 1
37 483 1
37 678 1
37 895 1
37 926 1
37 929 1
37 1102 1
37 1689 1
37 1941 1
38 68 1
38 82 1
38 129 1
38 133 1
38 214 1
38 292 1
38 520 1
38 673 1
38 770 1
38 953 1
38 1087 1
38 1215 1
38 1263 1
38 1270 1
38 1305 1
38 1338 1
38 1406 1
38 1428 1
38 1528 1
38 1592 1
38 1733 1
38 1764 1
38 1765 1
39 54 1
39 65 1
39 307 1
39 348 1
39 406 1
39 558 1
39 611 1
39 648 1
39 737 1
39 808 1
39 834 1
39 840 1
39 844 1
39 986 1
39 1195 1
39 1263 1
39 1375 1
39 1443 1
39 1805 1
39 1824 1
39 1993 1
40 145 1
40 220 1
40 296 1
40 649 1
40 662 1
40 790 1
40 810 1
40 868 1
40 919 1
40 961 1
40 1009 1
40 1025 1
40 1199 1
40 1291 1
40 1312 1
40 1313 1
40 1334 1
40 1376 1
40 1378 1
40 1430 1
40 1520 1
40 1661 1
40 1840 1
40 1904 1
41 75 1
41 99 1
41 257 1
41 299 1
41 347 1
41 392 1
41 490 1
41 587 1
41 762 1
41 780 1
41 795 1
41 806 1
41 840 1
41 1179 1
41 1334 1
41 1399 1
41 1407 1
41 1420 1
41 1615 1
41 1674 1
41 1842 1
42 160 1
42 311 1
42 374 1
42 532 1
42 669 1
42 843 1
42 850 1
42 909 1
42 1063 1
42 1127 1
42 1163 1
42 1164 1
42 1299 1
42 1376 1
42 1490 1
42 1579 1
42 1635 1
42 1785 1
42 1844 1
43 47 1
43 57 1
43 187 1
43 206 1
43 399 1
43 424 1
43 465 1
43 872 1
43 874 1
43 977 1
43 982 1
43 1169 1
43 1216 1
43 1357 1
43 1413 1
43 1491 1
43 1498 1
43 1569 1
43 1644 1
43 1659 1
43 1676 1
43 1763 1
43 1789 1
44 236 1
44 239 1
44 544 1
44 623 1
44 636 1
44 695 1
44 1275 1
44 1343 1
44 1413 1
44 1455 1
44 1705 1
44 1780 1
44 1784 1
44 1834 1
44 1871 1
45 98 1
45 238 1
45 442 1
45 488 1
45 531 1
45 649 1
45 708 1
45 918 1
45 964 1
45 970 1
45 1204 1
45 1211 1
45 1311 1
45 1317 1
45 1352 1
45 1476 1
45 1481 1
45 1482 1
45 1805 1
45 1849 1
46 280 1
46 372 1
46 379 1
46 787 1
46 868 1
46 1258 1
46 1550 1
46 1561 1
46 1570 1
46 1630 1
46 1680 1
46 1699 1
46 1771 1
47 324 1
47 331 1
47 432 1
47 441 1
47 614 1
47 637 1
47 1057 1
47 1215 1
47 1352 1
47 1366 1
47 1371 1
47 1669 1
47 1856 1
47 1984 1
47 1999 1
48 112 1
48 192 1
48 254 1
48 333 1
48 413 1
48 511 1
48 519 1
48 603 1
48 764 1
48 792 1
48 997 1
48 1042 1
48 1462 1
48 1708 1
48 1937 1
49 81 1
49 201 1
49 250 1
49 339 1
49 353 1
49 504 1
49 1017 1
49 1023 1
49 1116 1
49 1156 1
49 1183 1
49 1186 1
49 1238 1
49 1298 1
49 1496 1
49 1572 1
49 1587 1
49 1631 1
49 1667 1
49 1731 1
49 1801 1
49 1958 1
50 162 1
50 463 1
50 680 1
50 732 1
50 742 1
50 769 1
50 846 1
50 927 1
50 1034 1
50 1035 1
50 1088 1
50 1460 1
50 1489 1
50 1811 1
50 1853 1
51 263 1
51 327 1
51 426 1
51 860 1
51 915 1
51 1195 1
51 1201 1
51 1674 1
51 1688 1
51 1745 1
51 1799 1
51 1945 1
51 1970 1
52 69 1
52 92 1
52 117 1
52 140 1
52 382 1
52 404 1
52 516 1
52 526 1
52 530 1
52 611 1
52 648 1
52 783 1
52 832 1
52 861 1
52 886 1
52 1039 1
52 1206 1
52 1228 1
52 1714 1
52 1852 1
52 1937 1
52 1955 1
53 227 1
53 253 1
53 378 1
53 453 1
53 462 1
53 470 1
53 585 1
53 1013 1
53 1054 1
53 1394 1
53 1409 1
53 1433 1
53 1539 1
53 1543 1
53 1608 1
53 1625 1
53 1630 1
53 1748 1
53 1819 1
54 225 1
54 411 1
54 445 1
54 825 1
54 1138 1
54 1160 1
54 1223 1
54 1340 1
54 1478 1
54 1488 1
54 1546 1
54 1654 1
54 1715 1
54 1779 1
55 118 1
55 128 1
55 319 1
55 351 1
55 612 1
55 800 1
55 811 1
55 946 1
55 1097 1
55 1111 1
55 1183 1
55 1200 1
55 1293 1
55 1343 1
55 1359 1
55 1435 1
55 1439 1
55 1590 1
55 1680 1
55 1694 1
55 1759 1
55 1813 1
55 1823 1
56 94 1
56 95 1
56 99 1
56 202 1
56 230 1
56 275 1
56 289 1
56 436 1
56 476 1
56 492 1
56 559 1
56 579 1
56 751 1
56 811 1
56 876 1
56 895 1
56 897 1
56 1057 1
56 1222 1
56 1748 1
56 1963 1
57 64 1
57 97 1
57 334 1
57 515 1
57 571 1
57 623 1
57 791 1
57 835 1
57 996 1
57 1000 1
57 1048 1
57 1054 1
57 1077 1
57 1203 1
57 1225 1
57 1299 1
57 1323 1
57 1451 1
57 1546 1
57 1608 1
57 1808 1
57 1893 1
57 1954 1
58 72 1
58 174 1
58 311 1
58 347 1
58 442 1
58 612 1
58 622 1
58 1062 1
58 1073 1
58 1087 1
58 1258 1
58 1425 1
58 1441 1
58 1491 1
58 1504 1
58 1711 1
58 1985 1
58 1997 1
59 169 1
59 208 1
59 235 1
59 619 1
59 729 1
59 769 1
59 1165 1
59 1196 1
59 1478 1
59 1556 1
59 1581 1
59 1655 1
59 1693 1
59 1698 1
59 1782 1
59 1846 1
59 1958 1
60 93 1
60 153 1
60 158 1
60 357 1
60 430 1
60 539 1
60 631 1
60 748 1
60 815 1
60 913 1
60 1009 1
60 1034 1
60 1055 1
60 1182 1
60 1313 1
60 1332 1
60 1611 1
60 1643 1
60 1688 1
60 1788 1
60 1818 1
60 1967 1
61 152 1
61 167 1
61 188 1
61 261 1
61 382 1
61 409 1
61 417 1
61 459 1
61 588 1
61 592 1
61 943 1
61 986 1
61 1164 1
61 1217 1
61 1266 1
61 1293 1
61 1356 1
61 1457 1
61 1637 1
61 1741 1
62 77 1
62 88 1
62 238 1
62 292 1
62 450 1
62 456 1
62 544 1
62 695 1
62 772 1
62 788 1
62 796 1
62 929 1
62 1342 1
62 1586 1
62 1643 1
62 1645 1
62 1751 1
62 1870 1
62 1957 1
63 100 1
63 165 1
63 490 1
63 562 1
63 803 1
63 829 1
63 899 1
63 1122 1
63 1228 1
63 1467 1
63 1474 1
63 1525 1
63 1535 1
63 1554 1
63 1770 1
63 1985 1
64 332 1
64 470 1
64 664 1
64 1007 1
64 1132 1
64 1181 1
64 1331 1
64 1547 1
64 1683 1
64 1707 1
64 1975 1
65 210 1
65 233 1
65 253 1
65 254 1
65 291 1
65 426 1
65 513 1
65 559 1
65 612 1
65 640 1
65 693 1
65 1019 1
65 1305 1
65 1307 1
65 1379 1
65 1438 1
65 1561 1
65 1602 1
65 1605 1
65 1619 1
65 1770 1
65 1774 1
65 1916 1
65 1993 1
66 68 1
66 140 1
66 264 1
66 546 1
66 547 1
66 762 1
66 850 1
66 1001 1
66 1082 1
66 1116 1
66 1266 1
66 1550 1
66 1587 1
66 1770 1
66 1889 1
66 2000 1
67 103 1
67 105 1
67 122 1
67 238 1
67 363 1
67 601 1
67 642 1
67 657 1
67 761 1
67 764 1
67 786 1
67 808 1
67 889 1
67 1054 1
67 1103 1
67 1193 1
67 1352 1
67 1445 1
67 1491 1
67 1524 1
67 1531 1
67 1704 1
67 1780 1
67 1818 1
68 208 1
68 224 1
68 272 1
68 381 1
68 432 1
68 605 1
68 607 1
68 650 1
68 675 1
68 721 1
68 801 1
68 813 1
68 840 1
68 877 1
68 904 1
68 951 1
68 1152 1
68 1212 1
68 1268 1
68 1275 1
68 1357 1
68 1363 1
68 1434 1
68 1640 1
68 1669 1
68 1714 1
68 1725 1
68 1811 1
68 1971 1
69 101 1
69 250 1
69 322 1
69 595 1
69 702 1
69 771 1
69 848 1
69 853 1
69 964 1
69 994 1
69 1117 1
69 1191 1
69 1277 1
69 1359 1
69 1396 1
69 1446 1
69 1496 1
69 1527 1
69 1545 1
69 1684 1
69 1750 1
69 1956 1
69 1965 1
69 1995 1
70 153 1
70 286 1
70 347 1
70 395 1
70 426 1
70 600 1
70 626 1
70 696 1
70 736 1
70 1033 1
70 1037 1
70 1121 1
70 1162 1
70 1282 1
70 1493 1
70 1536 1
70 1673 1
70 1965 1
71 237 1
71 330 1
71 371 1
71 412 1
71 570 1
71 732 1
71 829 1
71 1051 1
71 1203 1
