2744 8232
1 562 -1
1 999 -1
1 1230 -1
1 1255 1
1 1305 1
1 2651 1
2 178 1
2 706 1
2 1014 1
2 1368 -1
2 1531 1
2 2401 -1
3 102 -1
3 123 1
3 565 1
3 1905 1
3 2567 -1
3 2727 1
4 1082 -1
4 1713 -1
4 1916 1
4 2076 1
4 2139 1
4 2169 -1
5 569 -1
5 1545 1
5 1567 1
5 2054 1
5 2161 1
5 2631 -1
6 17 -1
6 24 -1
6 767 1
6 844 1
6 2242 1
6 2718 1
7 799 -1
7 1150 -1
7 1330 -1
7 1729 -1
7 2028 -1
7 2031 1
8 277 1
8 348 1
8 832 -1
8 838 1
8 1099 1
8 1882 -1
9 106 1
9 1379 -1
9 1948 -1
9 2100 -1
9 2502 -1
9 2693 -1
10 27 -1
10 286 -1
10 761 1
10 899 -1
10 2022 1
10 2057 -1
11 592 1
11 600 1
11 1260 -1
11 1579 -1
11 2347 -1
11 2505 -1
12 142 -1
12 145 -1
12 458 -1
12 913 1
12 1107 1
12 1302 1
13 576 -1
13 781 -1
13 1412 1
13 1814 -1
13 2557 1
13 2558 -1
14 245 -1
14 800 1
14 856 1
14 1318 1
14 2319 1
14 2494 1
15 484 -1
15 567 -1
15 1314 -1
15 1629 1
15 2082 -1
15 2104 -1
16 45 -1
16 283 1
16 1110 1
16 1132 1
16 1510 -1
16 2447 1
17 511 -1
17 816 -1
17 1099 -1
17 2085 -1
17 2107 1
18 585 1
18 953 1
18 2260 -1
18 2411 1
18 2555 1
18 2628 1
19 378 -1
19 733 1
19 868 -1
19 932 -1
19 1717 -1
19 2004 -1
20 984 1
20 1146 -1
20 1613 1
20 1930 1
20 2445 1
20 2551 -1
21 448 -1
21 710 1
21 1031 -1
21 1476 1
21 1995 -1
21 2539 1
22 219 -1
22 474 -1
22 489 -1
22 1056 1
22 1504 1
22 1949 -1
23 192 1
23 896 -1
23 1275 1
23 1950 -1
23 2429 -1
23 2591 -1
24 609 -1
24 754 1
24 982 -1
24 1176 1
24 1397 -1
25 564 -1
25 634 1
25 1858 -1
25 1920 1
25 2560 -1
25 2591 -1
26 476 1
26 1175 -1
26 1887 1
26 1921 1
26 2116 -1
26 2433 1
27 1067 -1
27 1703 1
27 1707 -1
27 1750 1
