800 4694
1 5 1
1 124 1
1 323 1
1 395 1
1 463 1
1 556 1
1 574 1
2 36 1
2 211 1
2 282 1
2 288 1
2 337 1
2 676 1
2 679 1
3 217 1
3 321 1
3 323 1
3 334 1
3 486 1
3 678 1
3 756 1
4 35 1
4 98 1
4 107 1
4 127 1
4 139 1
4 141 1
4 146 1
4 150 1
4 154 1
4 189 1
4 246 1
4 247 1
4 286 1
4 324 1
4 351 1
4 352 1
4 387 1
4 393 1
4 406 1
4 503 1
4 535 1
4 594 1
4 620 1
4 621 1
4 636 1
4 638 1
4 639 1
4 689 1
4 710 1
4 722 1
4 728 1
4 785 1
5 124 1
5 259 1
5 291 1
5 422 1
5 428 1
5 463 1
5 556 1
5 707 1
6 36 1
6 66 1
6 103 1
6 172 1
6 204 1
6 229 1
6 232 1
6 272 1
6 372 1
6 384 1
6 417 1
6 497 1
6 563 1
6 568 1
6 711 1
6 766 1
7 24 1
7 116 1
7 132 1
7 153 1
7 207 1
7 231 1
7 417 1
7 549 1
7 623 1
7 703 1
7 762 1
8 58 1
8 151 1
8 265 1
8 361 1
8 692 1
8 727 1
8 739 1
9 211 1
9 255 1
9 266 1
9 282 1
9 528 1
9 715 1
9 741 1
9 758 1
9 762 1
10 259 1
10 360 1
10 403 1
10 662 1
10 695 1
10 786 1
11 30 1
11 66 1
11 68 1
11 218 1
11 236 1
11 265 1
11 300 1
11 334 1
11 355 1
11 390 1
11 400 1
11 634 1
11 660 1
11 684 1
11 739 1
11 775 1
11 787 1
12 15 1
12 144 1
12 154 1
12 208 1
12 241 1
12 309 1
12 314 1
12 482 1
12 531 1
13 175 1
13 222 1
13 323 1
13 478 1
13 500 1
13 707 1
14 125 1
14 268 1
14 435 1
14 522 1
14 529 1
15 154 1
15 193 1
15 249 1
15 531 1
15 623 1
16 54 1
16 337 1
16 346 1
16 482 1
16 510 1
16 617 1
17 38 1
17 127 1
17 286 1
17 309 1
17 339 1
17 368 1
17 408 1
17 482 1
17 495 1
17 623 1
17 627 1
17 649 1
17 657 1
18 62 1
18 126 1
18 141 1
18 246 1
18 298 1
18 360 1
18 561 1
18 623 1
18 755 1
19 179 1
19 286 1
19 351 1
19 363 1
19 538 1
19 628 1
19 649 1
20 218 1
20 352 1
20 401 1
20 500 1
20 646 1
20 745 1
21 143 1
21 491 1
21 659 1
21 683 1
21 703 1
21 707 1
21 779 1
21 798 1
22 128 1
22 175 1
22 260 1
22 404 1
22 727 1
22 739 1
23 35 1
23 65 1
23 67 1
23 92 1
23 114 1
23 127 1
23 136 1
23 142 1
23 286 1
23 339 1
23 346 1
23 351 1
23 352 1
23 547 1
23 570 1
23 638 1
23 730 1
23 733 1
23 739 1
23 794 1
24 118 1
24 170 1
24 266 1
24 400 1
24 417 1
24 505 1
24 549 1
24 582 1
24 703 1
24 739 1
25 156 1
25 351 1
25 414 1
25 547 1
25 592 1
25 641 1
25 665 1
25 698 1
25 755 1
25 782 1
26 286 1
26 324 1
26 400 1
26 693 1
26 709 1
26 722 1
27 75 1
27 108 1
27 256 1
27 285 1
27 292 1
27 333 1
27 345 1
27 369 1
27 412 1
27 422 1
27 463 1
27 468 1
27 522 1
27 570 1
27 575 1
27 643 1
27 656 1
27 691 1
27 695 1
27 743 1
27 785 1
27 799 1
28 38 1
28 181 1
28 267 1
28 333 1
28 342 1
28 348 1
28 360 1
28 377 1
28 433 1
28 635 1
28 692 1
28 730 1
28 734 1
29 33 1
29 42 1
29 144 1
29 173 1
29 234 1
29 291 1
29 328 1
29 372 1
29 395 1
29 414 1
29 611 1
29 645 1
30 400 1
30 567 1
30 629 1
30 684 1
30 702 1
31 52 1
31 84 1
31 144 1
31 147 1
31 174 1
31 190 1
31 256 1
31 279 1
31 430 1
31 791 1
32 88 1
32 360 1
32 372 1
32 393 1
32 669 1
32 708 1
32 739 1
33 267 1
33 268 1
33 291 1
33 347 1
33 372 1
33 611 1
34 133 1
34 143 1
34 199 1
34 329 1
34 725 1
34 765 1
35 127 1
35 141 1
35 142 1
35 286 1
35 339 1
35 722 1
35 733 1
35 739 1
36 144 1
36 161 1
36 163 1
36 211 1
36 262 1
36 266 1
36 282 1
36 284 1
36 293 1
36 320 1
36 372 1
36 384 1
36 400 1
36 403 1
36 410 1
36 455 1
36 462 1
36 463 1
36 464 1
36 466 1
36 484 1
36 494 1
36 500 1
36 516 1
36 534 1
36 553 1
36 557 1
36 562 1
36 570 1
36 592 1
36 597 1
36 603 1
36 623 1
36 678 1
36 679 1
36 680 1
36 685 1
36 691 1
36 711 1
36 737 1
36 739 1
36 789 1
37 346 1
37 360 1
37 419 1
37 486 1
37 604 1
37 634 1
37 665 1
38 58 1
38 76 1
38 105 1
38 109 1
38 114 1
38 117 1
38 127 1
38 128 1
38 181 1
38 205 1
38 214 1
38 230 1
38 243 1
38 264 1
38 275 1
38 286 1
38 292 1
38 316 1
38 339 1
38 342 1
38 347 1
38 351 1
38 391 1
38 416 1
38 444 1
38 474 1
38 500 1
38 549 1
38 579 1
38 602 1
38 627 1
38 649 1
38 684 1
38 692 1
38 693 1
38 701 1
38 727 1
38 730 1
38 731 1
38 739 1
38 746 1
38 783 1
39 80 1
39 103 1
39 198 1
39 327 1
39 360 1
39 437 1
40 169 1
40 266 1
40 302 1
40 379 1
40 409 1
40 549 1
40 691 1
40 740 1
41 76 1
41 103 1
41 145 1
41 189 1
41 255 1
41 303 1
41 336 1
41 454 1
41 522 1
41 544 1
41 574 1
41 595 1
41 703 1
41 739 1
41 798 1
42 291 1
42 414 1
42 513 1
42 620 1
42 621 1
42 713 1
43 125 1
43 360 1
43 395 1
43 416 1
43 739 1
43 754 1
44 86 1
44 127 1
44 195 1
44 202 1
44 219 1
44 383 1
44 385 1
44 561 1
44 621 1
44 737 1
44 776 1
45 82 1
45 330 1
45 534 1
45 594 1
45 595 1
45 624 1
46 173 1
