2000 4000
1 291 1
1 904 -1
1 1284 -1
1 1703 1
2 860 1
2 920 1
2 1039 1
2 1085 1
3 360 -1
3 452 -1
3 1105 1
3 1434 1
4 42 1
4 166 1
4 198 -1
4 945 1
5 99 1
5 610 -1
5 1454 1
5 1810 -1
6 24 -1
6 561 -1
6 727 -1
6 1666 1
7 679 -1
7 766 1
7 1585 1
7 1955 1
8 202 1
8 238 1
8 701 -1
8 1382 1
9 846 -1
9 1479 -1
9 1722 -1
9 1931 -1
10 178 1
10 203 1
10 209 -1
10 1343 1
11 635 1
11 1166 -1
11 1777 1
11 2000 1
12 298 -1
12 401 1
12 1020 1
12 1208 -1
13 245 -1
13 728 -1
13 774 -1
13 1422 1
14 344 -1
14 429 1
14 658 -1
14 963 1
15 235 -1
15 415 1
15 1346 1
15 1776 -1
16 259 -1
16 771 1
16 1486 1
16 1961 -1
17 64 -1
17 208 -1
17 321 -1
17 1178 1
18 113 1
18 948 1
18 1137 1
18 1954 1
19 151 1
19 655 -1
19 1672 1
19 1846 1
20 389 1
20 446 1
20 1554 1
20 1586 -1
21 63 -1
21 97 1
21 853 1
21 1296 -1
22 176 -1
22 275 1
22 1117 -1
22 1349 -1
23 593 1
23 1178 1
23 1855 -1
23 1974 1
24 959 1
24 992 1
24 1908 -1
25 330 -1
25 625 -1
25 703 -1
25 1701 -1
26 522 -1
26 606 1
26 773 1
26 1959 -1
27 233 1
27 239 -1
27 720 -1
27 820 1
28 146 1
28 809 -1
28 1323 -1
28 1997 1
29 914 1
29 971 -1
29 1185 -1
29 1878 -1
30 671 1
30 761 -1
30 1135 -1
30 1225 1
31 503 1
31 836 1
31 839 1
31 1994 -1
32 150 -1
32 950 -1
32 1588 1
32 1843 -1
33 195 -1
33 362 -1
33 1383 1
33 1394 -1
34 162 -1
34 411 1
34 723 -1
34 775 -1
35 1053 1
35 1263 1
35 1368 1
35 1519 -1
36 225 1
36 312 1
36 367 -1
36 1878 1
37 917 -1
37 1125 1
37 1186 1
37 1560 -1
38 463 1
38 487 -1
38 545 1
38 1408 -1
39 1011 1
39 1154 -1
39 1487 -1
39 1797 -1
40 291 -1
40 1033 1
40 1284 1
40 1852 -1
41 512 1
41 1011 -1
41 1034 -1
41 1797 1
42 141 -1
42 331 -1
42 1537 1
43 277 1
43 324 -1
43 361 1
43 517 -1
44 433 1
44 1083 -1
44 1711 -1
44 1903 1
45 684 1
45 846 1
45 1112 1
45 1892 -1
46 57 -1
46 115 1
46 862 -1
46 1551 1
47 501 1
47 728 1
47 1171 -1
47 1256 -1
48 116 -1
48 346 1
48 1709 -1
48 1840 -1
49 803 1
49 1421 1
49 1468 1
49 1835 1
50 394 1
50 421 -1
50 1483 -1
50 1718 1
51 358 1
51 729 -1
51 897 -1
51 910 1
52 237 1
52 1187 1
52 1918 -1
52 1942 1
53 1163 1
53 1188 -1
53 1290 1
53 1799 1
54 305 -1
54 1261 -1
54 1377 -1
54 1378 -1
55 724 -1
55 997 -1
55 1067 -1
55 1092 -1
56 87 -1
56 532 1
56 985 1
56 1510 1
57 70 1
57 289 1
57 1323 -1
58 715 -1
58 740 -1
58 1450 1
58 1549 -1
59 632 1
59 753 -1
59 1693 -1
59 1934 1
60 202 -1
60 1059 1
60 1196 1
60 1940 -1
61 246 -1
61 1405 -1
61 1559 1
61 1902 1
62 382 -1
62 477 1
62 1113 -1
62 1273 1
63 722 -1
63 1227 1
63 1547 -1
64 274 -1
64 314 1
64 504 -1
65 1257 -1
65 1335 1
65 1540 1
65 1745 1
66 687 -1
66 995 -1
66 1400 -1
66 1674 -1
67 279 -1
67 1037 1
67 1214 -1
67 1285 -1
68 762 1
68 932 -1
68 1358 -1
68 1376 -1
69 1037 -1
69 1285 -1
69 1441 -1
69 1683 -1
70 725 1
70 1086 1
70 1386 -1
71 380 -1
71 564 -1
71 1339 1
71 1808 -1
72 334 -1
72 421 1
72 1345 -1
72 1706 -1
73 85 -1
73 534 1
73 852 1
73 1698 1
74 461 1
74 745 -1
74 1662 -1
74 1983 -1
75 374 -1
75 461 1
75 1759 -1
75 1983 1
76 428 1
76 539 1
76 941 -1
76 1724 1
77 578 -1
77 592 -1
77 1854 1
77 1955 1
78 151 1
78 222 1
78 655 1
78 899 -1
79 679 1
79 877 -1
79 1854 -1
79 1955 -1
80 133 1
80 149 1
80 1614 1
80 1643 1
81 551 1
81 996 -1
81 998 -1
81 1212 1
82 1001 -1
82 1058 1
82 1118 -1
82 1748 -1
83 379 1
83 847 1
83 1445 -1
83 1945 1
84 277 1
84 517 1
84 1167 -1
84 1425 1
85 501 -1
85 611 1
85 1256 -1
86 174 -1
86 176 1
86 1117 1
86 1350 -1
